year,state,county_name,county_fips,candidate,party,candidatevotes,totalvotes
2020,ALABAMA,AUTAUGA,1001,JOSEPH R BIDEN JR,DEMOCRAT,7503,27770
2020,ALABAMA,AUTAUGA,1001,OTHER,OTHER,429,27770
2020,ALABAMA,AUTAUGA,1001,DONALD J TRUMP,REPUBLICAN,19838,27770
2020,ALABAMA,BALDWIN,1003,JOSEPH R BIDEN JR,DEMOCRAT,24578,109679
2020,ALABAMA,BALDWIN,1003,OTHER,OTHER,1557,109679
2020,ALABAMA,BALDWIN,1003,DONALD J TRUMP,REPUBLICAN,83544,109679
2020,ALABAMA,BARBOUR,1005,JOSEPH R BIDEN JR,DEMOCRAT,4816,10518
2020,ALABAMA,BARBOUR,1005,OTHER,OTHER,80,10518
2020,ALABAMA,BARBOUR,1005,DONALD J TRUMP,REPUBLICAN,5622,10518
2020,ALABAMA,BIBB,1007,JOSEPH R BIDEN JR,DEMOCRAT,1986,9595
2020,ALABAMA,BIBB,1007,OTHER,OTHER,84,9595
2020,ALABAMA,BIBB,1007,DONALD J TRUMP,REPUBLICAN,7525,9595
2020,ALABAMA,BLOUNT,1009,JOSEPH R BIDEN JR,DEMOCRAT,2640,27588
2020,ALABAMA,BLOUNT,1009,OTHER,OTHER,237,27588
2020,ALABAMA,BLOUNT,1009,DONALD J TRUMP,REPUBLICAN,24711,27588
2020,ALABAMA,BULLOCK,1011,JOSEPH R BIDEN JR,DEMOCRAT,3446,4613
2020,ALABAMA,BULLOCK,1011,OTHER,OTHER,21,4613
2020,ALABAMA,BULLOCK,1011,DONALD J TRUMP,REPUBLICAN,1146,4613
2020,ALABAMA,BUTLER,1013,JOSEPH R BIDEN JR,DEMOCRAT,3965,9488
2020,ALABAMA,BUTLER,1013,OTHER,OTHER,65,9488
2020,ALABAMA,BUTLER,1013,DONALD J TRUMP,REPUBLICAN,5458,9488
2020,ALABAMA,CALHOUN,1015,JOSEPH R BIDEN JR,DEMOCRAT,15216,50983
2020,ALABAMA,CALHOUN,1015,OTHER,OTHER,666,50983
2020,ALABAMA,CALHOUN,1015,DONALD J TRUMP,REPUBLICAN,35101,50983
2020,ALABAMA,CHAMBERS,1017,JOSEPH R BIDEN JR,DEMOCRAT,6365,15284
2020,ALABAMA,CHAMBERS,1017,OTHER,OTHER,166,15284
2020,ALABAMA,CHAMBERS,1017,DONALD J TRUMP,REPUBLICAN,8753,15284
2020,ALABAMA,CHEROKEE,1019,JOSEPH R BIDEN JR,DEMOCRAT,1624,12301
2020,ALABAMA,CHEROKEE,1019,OTHER,OTHER,94,12301
2020,ALABAMA,CHEROKEE,1019,DONALD J TRUMP,REPUBLICAN,10583,12301
2020,ALABAMA,CHILTON,1021,JOSEPH R BIDEN JR,DEMOCRAT,3073,19310
2020,ALABAMA,CHILTON,1021,OTHER,OTHER,152,19310
2020,ALABAMA,CHILTON,1021,DONALD J TRUMP,REPUBLICAN,16085,19310
2020,ALABAMA,CHOCTAW,1023,JOSEPH R BIDEN JR,DEMOCRAT,3127,7464
2020,ALABAMA,CHOCTAW,1023,OTHER,OTHER,41,7464
2020,ALABAMA,CHOCTAW,1023,DONALD J TRUMP,REPUBLICAN,4296,7464
2020,ALABAMA,CLARKE,1025,JOSEPH R BIDEN JR,DEMOCRAT,5755,13135
2020,ALABAMA,CLARKE,1025,OTHER,OTHER,56,13135
2020,ALABAMA,CLARKE,1025,DONALD J TRUMP,REPUBLICAN,7324,13135
2020,ALABAMA,CLAY,1027,JOSEPH R BIDEN JR,DEMOCRAT,1267,6930
2020,ALABAMA,CLAY,1027,OTHER,OTHER,62,6930
2020,ALABAMA,CLAY,1027,DONALD J TRUMP,REPUBLICAN,5601,6930
2020,ALABAMA,CLEBURNE,1029,JOSEPH R BIDEN JR,DEMOCRAT,675,7227
2020,ALABAMA,CLEBURNE,1029,OTHER,OTHER,68,7227
2020,ALABAMA,CLEBURNE,1029,DONALD J TRUMP,REPUBLICAN,6484,7227
2020,ALABAMA,COFFEE,1031,JOSEPH R BIDEN JR,DEMOCRAT,5076,22275
2020,ALABAMA,COFFEE,1031,OTHER,OTHER,300,22275
2020,ALABAMA,COFFEE,1031,DONALD J TRUMP,REPUBLICAN,16899,22275
2020,ALABAMA,COLBERT,1033,JOSEPH R BIDEN JR,DEMOCRAT,8343,27886
2020,ALABAMA,COLBERT,1033,OTHER,OTHER,340,27886
2020,ALABAMA,COLBERT,1033,DONALD J TRUMP,REPUBLICAN,19203,27886
2020,ALABAMA,CONECUH,1035,JOSEPH R BIDEN JR,DEMOCRAT,2966,6441
2020,ALABAMA,CONECUH,1035,OTHER,OTHER,33,6441
2020,ALABAMA,CONECUH,1035,DONALD J TRUMP,REPUBLICAN,3442,6441
2020,ALABAMA,COOSA,1037,JOSEPH R BIDEN JR,DEMOCRAT,1796,5479
2020,ALABAMA,COOSA,1037,OTHER,OTHER,52,5479
2020,ALABAMA,COOSA,1037,DONALD J TRUMP,REPUBLICAN,3631,5479
2020,ALABAMA,COVINGTON,1039,JOSEPH R BIDEN JR,DEMOCRAT,2721,17430
2020,ALABAMA,COVINGTON,1039,OTHER,OTHER,123,17430
2020,ALABAMA,COVINGTON,1039,DONALD J TRUMP,REPUBLICAN,14586,17430
2020,ALABAMA,CRENSHAW,1041,JOSEPH R BIDEN JR,DEMOCRAT,1700,6617
2020,ALABAMA,CRENSHAW,1041,OTHER,OTHER,53,6617
2020,ALABAMA,CRENSHAW,1041,DONALD J TRUMP,REPUBLICAN,4864,6617
2020,ALABAMA,CULLMAN,1043,JOSEPH R BIDEN JR,DEMOCRAT,4478,41851
2020,ALABAMA,CULLMAN,1043,OTHER,OTHER,493,41851
2020,ALABAMA,CULLMAN,1043,DONALD J TRUMP,REPUBLICAN,36880,41851
2020,ALABAMA,DALE,1045,JOSEPH R BIDEN JR,DEMOCRAT,5170,19738
2020,ALABAMA,DALE,1045,OTHER,OTHER,265,19738
2020,ALABAMA,DALE,1045,DONALD J TRUMP,REPUBLICAN,14303,19738
2020,ALABAMA,DALLAS,1047,JOSEPH R BIDEN JR,DEMOCRAT,12230,17864
2020,ALABAMA,DALLAS,1047,OTHER,OTHER,110,17864
2020,ALABAMA,DALLAS,1047,DONALD J TRUMP,REPUBLICAN,5524,17864
2020,ALABAMA,DEKALB,1049,JOSEPH R BIDEN JR,DEMOCRAT,4281,29356
2020,ALABAMA,DEKALB,1049,OTHER,OTHER,308,29356
2020,ALABAMA,DEKALB,1049,DONALD J TRUMP,REPUBLICAN,24767,29356
2020,ALABAMA,ELMORE,1051,JOSEPH R BIDEN JR,DEMOCRAT,10367,41030
2020,ALABAMA,ELMORE,1051,OTHER,OTHER,499,41030
2020,ALABAMA,ELMORE,1051,DONALD J TRUMP,REPUBLICAN,30164,41030
2020,ALABAMA,ESCAMBIA,1053,JOSEPH R BIDEN JR,DEMOCRAT,4918,15910
2020,ALABAMA,ESCAMBIA,1053,OTHER,OTHER,123,15910
2020,ALABAMA,ESCAMBIA,1053,DONALD J TRUMP,REPUBLICAN,10869,15910
2020,ALABAMA,ETOWAH,1055,JOSEPH R BIDEN JR,DEMOCRAT,11567,47728
2020,ALABAMA,ETOWAH,1055,OTHER,OTHER,633,47728
2020,ALABAMA,ETOWAH,1055,DONALD J TRUMP,REPUBLICAN,35528,47728
2020,ALABAMA,FAYETTE,1057,JOSEPH R BIDEN JR,DEMOCRAT,1395,8766
2020,ALABAMA,FAYETTE,1057,OTHER,OTHER,71,8766
2020,ALABAMA,FAYETTE,1057,DONALD J TRUMP,REPUBLICAN,7300,8766
2020,ALABAMA,FRANKLIN,1059,JOSEPH R BIDEN JR,DEMOCRAT,2086,12578
2020,ALABAMA,FRANKLIN,1059,OTHER,OTHER,116,12578
2020,ALABAMA,FRANKLIN,1059,DONALD J TRUMP,REPUBLICAN,10376,12578
2020,ALABAMA,GENEVA,1061,JOSEPH R BIDEN JR,DEMOCRAT,1595,12545
2020,ALABAMA,GENEVA,1061,OTHER,OTHER,102,12545
2020,ALABAMA,GENEVA,1061,DONALD J TRUMP,REPUBLICAN,10848,12545
2020,ALABAMA,GREENE,1063,JOSEPH R BIDEN JR,DEMOCRAT,3884,4775
2020,ALABAMA,GREENE,1063,OTHER,OTHER,16,4775
2020,ALABAMA,GREENE,1063,DONALD J TRUMP,REPUBLICAN,875,4775
2020,ALABAMA,HALE,1065,JOSEPH R BIDEN JR,DEMOCRAT,4663,7900
2020,ALABAMA,HALE,1065,OTHER,OTHER,45,7900
2020,ALABAMA,HALE,1065,DONALD J TRUMP,REPUBLICAN,3192,7900
2020,ALABAMA,HENRY,1067,JOSEPH R BIDEN JR,DEMOCRAT,2606,9298
2020,ALABAMA,HENRY,1067,OTHER,OTHER,85,9298
2020,ALABAMA,HENRY,1067,DONALD J TRUMP,REPUBLICAN,6607,9298
2020,ALABAMA,HOUSTON,1069,JOSEPH R BIDEN JR,DEMOCRAT,12917,46173
2020,ALABAMA,HOUSTON,1069,OTHER,OTHER,638,46173
2020,ALABAMA,HOUSTON,1069,DONALD J TRUMP,REPUBLICAN,32618,46173
2020,ALABAMA,JACKSON,1071,JOSEPH R BIDEN JR,DEMOCRAT,3717,23636
2020,ALABAMA,JACKSON,1071,OTHER,OTHER,249,23636
2020,ALABAMA,JACKSON,1071,DONALD J TRUMP,REPUBLICAN,19670,23636
2020,ALABAMA,JEFFERSON,1073,JOSEPH R BIDEN JR,DEMOCRAT,181688,325848
2020,ALABAMA,JEFFERSON,1073,OTHER,OTHER,5317,325848
2020,ALABAMA,JEFFERSON,1073,DONALD J TRUMP,REPUBLICAN,138843,325848
2020,ALABAMA,LAMAR,1075,JOSEPH R BIDEN JR,DEMOCRAT,978,7193
2020,ALABAMA,LAMAR,1075,OTHER,OTHER,41,7193
2020,ALABAMA,LAMAR,1075,DONALD J TRUMP,REPUBLICAN,6174,7193
2020,ALABAMA,LAUDERDALE,1077,JOSEPH R BIDEN JR,DEMOCRAT,11915,44339
2020,ALABAMA,LAUDERDALE,1077,OTHER,OTHER,703,44339
2020,ALABAMA,LAUDERDALE,1077,DONALD J TRUMP,REPUBLICAN,31721,44339
2020,ALABAMA,LAWRENCE,1079,JOSEPH R BIDEN JR,DEMOCRAT,3562,16031
2020,ALABAMA,LAWRENCE,1079,OTHER,OTHER,147,16031
2020,ALABAMA,LAWRENCE,1079,DONALD J TRUMP,REPUBLICAN,12322,16031
2020,ALABAMA,LEE,1081,JOSEPH R BIDEN JR,DEMOCRAT,27860,71449
2020,ALABAMA,LEE,1081,OTHER,OTHER,1368,71449
2020,ALABAMA,LEE,1081,DONALD J TRUMP,REPUBLICAN,42221,71449
2020,ALABAMA,LIMESTONE,1083,JOSEPH R BIDEN JR,DEMOCRAT,13672,49235
2020,ALABAMA,LIMESTONE,1083,OTHER,OTHER,923,49235
2020,ALABAMA,LIMESTONE,1083,DONALD J TRUMP,REPUBLICAN,34640,49235
2020,ALABAMA,LOWNDES,1085,JOSEPH R BIDEN JR,DEMOCRAT,4972,6835
2020,ALABAMA,LOWNDES,1085,OTHER,OTHER,27,6835
2020,ALABAMA,LOWNDES,1085,DONALD J TRUMP,REPUBLICAN,1836,6835
2020,ALABAMA,MACON,1087,JOSEPH R BIDEN JR,DEMOCRAT,7108,8723
2020,ALABAMA,MACON,1087,OTHER,OTHER,74,8723
2020,ALABAMA,MACON,1087,DONALD J TRUMP,REPUBLICAN,1541,8723
2020,ALABAMA,MADISON,1089,JOSEPH R BIDEN JR,DEMOCRAT,87286,194767
2020,ALABAMA,MADISON,1089,OTHER,OTHER,4701,194767
2020,ALABAMA,MADISON,1089,DONALD J TRUMP,REPUBLICAN,102780,194767
2020,ALABAMA,MARENGO,1091,JOSEPH R BIDEN JR,DEMOCRAT,5488,10900
2020,ALABAMA,MARENGO,1091,OTHER,OTHER,69,10900
2020,ALABAMA,MARENGO,1091,DONALD J TRUMP,REPUBLICAN,5343,10900
2020,ALABAMA,MARION,1093,JOSEPH R BIDEN JR,DEMOCRAT,1463,13807
2020,ALABAMA,MARION,1093,OTHER,OTHER,139,13807
2020,ALABAMA,MARION,1093,DONALD J TRUMP,REPUBLICAN,12205,13807
2020,ALABAMA,MARSHALL,1095,JOSEPH R BIDEN JR,DEMOCRAT,5943,39655
2020,ALABAMA,MARSHALL,1095,OTHER,OTHER,521,39655
2020,ALABAMA,MARSHALL,1095,DONALD J TRUMP,REPUBLICAN,33191,39655
2020,ALABAMA,MOBILE,1097,JOSEPH R BIDEN JR,DEMOCRAT,79474,183164
2020,ALABAMA,MOBILE,1097,OTHER,OTHER,2447,183164
2020,ALABAMA,MOBILE,1097,DONALD J TRUMP,REPUBLICAN,101243,183164
2020,ALABAMA,MONROE,1099,JOSEPH R BIDEN JR,DEMOCRAT,4455,10668
2020,ALABAMA,MONROE,1099,OTHER,OTHER,66,10668
2020,ALABAMA,MONROE,1099,DONALD J TRUMP,REPUBLICAN,6147,10668
2020,ALABAMA,MONTGOMERY,1101,JOSEPH R BIDEN JR,DEMOCRAT,64529,99139
2020,ALABAMA,MONTGOMERY,1101,OTHER,OTHER,1299,99139
2020,ALABAMA,MONTGOMERY,1101,DONALD J TRUMP,REPUBLICAN,33311,99139
2020,ALABAMA,MORGAN,1103,JOSEPH R BIDEN JR,DEMOCRAT,13234,53722
2020,ALABAMA,MORGAN,1103,OTHER,OTHER,824,53722
2020,ALABAMA,MORGAN,1103,DONALD J TRUMP,REPUBLICAN,39664,53722
2020,ALABAMA,PERRY,1105,JOSEPH R BIDEN JR,DEMOCRAT,3860,5230
2020,ALABAMA,PERRY,1105,OTHER,OTHER,31,5230
2020,ALABAMA,PERRY,1105,DONALD J TRUMP,REPUBLICAN,1339,5230
2020,ALABAMA,PICKENS,1107,JOSEPH R BIDEN JR,DEMOCRAT,4022,9668
2020,ALABAMA,PICKENS,1107,OTHER,OTHER,52,9668
2020,ALABAMA,PICKENS,1107,DONALD J TRUMP,REPUBLICAN,5594,9668
2020,ALABAMA,PIKE,1109,JOSEPH R BIDEN JR,DEMOCRAT,5636,13841
2020,ALABAMA,PIKE,1109,OTHER,OTHER,163,13841
2020,ALABAMA,PIKE,1109,DONALD J TRUMP,REPUBLICAN,8042,13841
2020,ALABAMA,RANDOLPH,1111,JOSEPH R BIDEN JR,DEMOCRAT,2203,10837
2020,ALABAMA,RANDOLPH,1111,OTHER,OTHER,75,10837
2020,ALABAMA,RANDOLPH,1111,DONALD J TRUMP,REPUBLICAN,8559,10837
2020,ALABAMA,RUSSELL,1113,JOSEPH R BIDEN JR,DEMOCRAT,11228,21329
2020,ALABAMA,RUSSELL,1113,OTHER,OTHER,237,21329
2020,ALABAMA,RUSSELL,1113,DONALD J TRUMP,REPUBLICAN,9864,21329
2020,ALABAMA,ST. CLAIR,1115,JOSEPH R BIDEN JR,DEMOCRAT,7744,44441
2020,ALABAMA,ST. CLAIR,1115,OTHER,OTHER,531,44441
2020,ALABAMA,ST. CLAIR,1115,DONALD J TRUMP,REPUBLICAN,36166,44441
2020,ALABAMA,SHELBY,1117,JOSEPH R BIDEN JR,DEMOCRAT,33268,114950
2020,ALABAMA,SHELBY,1117,OTHER,OTHER,1982,114950
2020,ALABAMA,SHELBY,1117,DONALD J TRUMP,REPUBLICAN,79700,114950
2020,ALABAMA,SUMTER,1119,JOSEPH R BIDEN JR,DEMOCRAT,4648,6291
2020,ALABAMA,SUMTER,1119,OTHER,OTHER,45,6291
2020,ALABAMA,SUMTER,1119,DONALD J TRUMP,REPUBLICAN,1598,6291
2020,ALABAMA,TALLADEGA,1121,JOSEPH R BIDEN JR,DEMOCRAT,13138,35663
2020,ALABAMA,TALLADEGA,1121,OTHER,OTHER,290,35663
2020,ALABAMA,TALLADEGA,1121,DONALD J TRUMP,REPUBLICAN,22235,35663
2020,ALABAMA,TALLAPOOSA,1123,JOSEPH R BIDEN JR,DEMOCRAT,5859,20991
2020,ALABAMA,TALLAPOOSA,1123,OTHER,OTHER,169,20991
2020,ALABAMA,TALLAPOOSA,1123,DONALD J TRUMP,REPUBLICAN,14963,20991
2020,ALABAMA,TUSCALOOSA,1125,JOSEPH R BIDEN JR,DEMOCRAT,37765,90172
2020,ALABAMA,TUSCALOOSA,1125,OTHER,OTHER,1290,90172
2020,ALABAMA,TUSCALOOSA,1125,DONALD J TRUMP,REPUBLICAN,51117,90172
2020,ALABAMA,WALKER,1127,JOSEPH R BIDEN JR,DEMOCRAT,4834,31170
2020,ALABAMA,WALKER,1127,OTHER,OTHER,334,31170
2020,ALABAMA,WALKER,1127,DONALD J TRUMP,REPUBLICAN,26002,31170
2020,ALABAMA,WASHINGTON,1129,JOSEPH R BIDEN JR,DEMOCRAT,2258,8876
2020,ALABAMA,WASHINGTON,1129,OTHER,OTHER,54,8876
2020,ALABAMA,WASHINGTON,1129,DONALD J TRUMP,REPUBLICAN,6564,8876
2020,ALABAMA,WILCOX,1131,JOSEPH R BIDEN JR,DEMOCRAT,4048,5903
2020,ALABAMA,WILCOX,1131,OTHER,OTHER,22,5903
2020,ALABAMA,WILCOX,1131,DONALD J TRUMP,REPUBLICAN,1833,5903
2020,ALABAMA,WINSTON,1133,JOSEPH R BIDEN JR,DEMOCRAT,974,11284
2020,ALABAMA,WINSTON,1133,OTHER,OTHER,115,11284
2020,ALABAMA,WINSTON,1133,DONALD J TRUMP,REPUBLICAN,10195,11284
2020,ALASKA,DISTRICT 1,2001,JOSEPH R BIDEN JR,DEMOCRAT,3477,7314
2020,ALASKA,DISTRICT 1,2001,OTHER,GREEN,50,7314
2020,ALASKA,DISTRICT 1,2001,JO JORGENSEN,LIBERTARIAN,216,7314
2020,ALASKA,DISTRICT 1,2001,OTHER,OTHER,60,7314
2020,ALASKA,DISTRICT 1,2001,DONALD J TRUMP,REPUBLICAN,3511,7314
2020,ALASKA,DISTRICT 2,2002,JOSEPH R BIDEN JR,DEMOCRAT,2104,6136
2020,ALASKA,DISTRICT 2,2002,OTHER,GREEN,30,6136
2020,ALASKA,DISTRICT 2,2002,JO JORGENSEN,LIBERTARIAN,287,6136
2020,ALASKA,DISTRICT 2,2002,OTHER,OTHER,41,6136
2020,ALASKA,DISTRICT 2,2002,DONALD J TRUMP,REPUBLICAN,3674,6136
2020,ALASKA,DISTRICT 3,2003,JOSEPH R BIDEN JR,DEMOCRAT,1903,8385
2020,ALASKA,DISTRICT 3,2003,OTHER,GREEN,42,8385
2020,ALASKA,DISTRICT 3,2003,JO JORGENSEN,LIBERTARIAN,316,8385
2020,ALASKA,DISTRICT 3,2003,OTHER,OTHER,48,8385
2020,ALASKA,DISTRICT 3,2003,DONALD J TRUMP,REPUBLICAN,6076,8385
2020,ALASKA,DISTRICT 4,2004,JOSEPH R BIDEN JR,DEMOCRAT,5345,10511
2020,ALASKA,DISTRICT 4,2004,OTHER,GREEN,93,10511
2020,ALASKA,DISTRICT 4,2004,JO JORGENSEN,LIBERTARIAN,323,10511
2020,ALASKA,DISTRICT 4,2004,OTHER,OTHER,60,10511
2020,ALASKA,DISTRICT 4,2004,DONALD J TRUMP,REPUBLICAN,4690,10511
2020,ALASKA,DISTRICT 5,2005,JOSEPH R BIDEN JR,DEMOCRAT,4204,8654
2020,ALASKA,DISTRICT 5,2005,OTHER,GREEN,68,8654
2020,ALASKA,DISTRICT 5,2005,JO JORGENSEN,LIBERTARIAN,259,8654
2020,ALASKA,DISTRICT 5,2005,OTHER,OTHER,46,8654
2020,ALASKA,DISTRICT 5,2005,DONALD J TRUMP,REPUBLICAN,4077,8654
2020,ALASKA,DISTRICT 6,2006,JOSEPH R BIDEN JR,DEMOCRAT,3272,9460
2020,ALASKA,DISTRICT 6,2006,OTHER,GREEN,83,9460
2020,ALASKA,DISTRICT 6,2006,JO JORGENSEN,LIBERTARIAN,266,9460
2020,ALASKA,DISTRICT 6,2006,OTHER,OTHER,69,9460
2020,ALASKA,DISTRICT 6,2006,DONALD J TRUMP,REPUBLICAN,5770,9460
2020,ALASKA,DISTRICT 7,2007,JOSEPH R BIDEN JR,DEMOCRAT,2215,9622
2020,ALASKA,DISTRICT 7,2007,OTHER,GREEN,54,9622
2020,ALASKA,DISTRICT 7,2007,JO JORGENSEN,LIBERTARIAN,272,9622
2020,ALASKA,DISTRICT 7,2007,OTHER,OTHER,54,9622
2020,ALASKA,DISTRICT 7,2007,DONALD J TRUMP,REPUBLICAN,7027,9622
2020,ALASKA,DISTRICT 8,2008,JOSEPH R BIDEN JR,DEMOCRAT,1953,9912
2020,ALASKA,DISTRICT 8,2008,OTHER,GREEN,48,9912
2020,ALASKA,DISTRICT 8,2008,JO JORGENSEN,LIBERTARIAN,241,9912
2020,ALASKA,DISTRICT 8,2008,OTHER,OTHER,52,9912
2020,ALASKA,DISTRICT 8,2008,DONALD J TRUMP,REPUBLICAN,7618,9912
2020,ALASKA,DISTRICT 9,2009,JOSEPH R BIDEN JR,DEMOCRAT,2769,10993
2020,ALASKA,DISTRICT 9,2009,OTHER,GREEN,77,10993
2020,ALASKA,DISTRICT 9,2009,JO JORGENSEN,LIBERTARIAN,301,10993
2020,ALASKA,DISTRICT 9,2009,OTHER,OTHER,59,10993
2020,ALASKA,DISTRICT 9,2009,DONALD J TRUMP,REPUBLICAN,7787,10993
2020,ALASKA,DISTRICT 10,2010,JOSEPH R BIDEN JR,DEMOCRAT,2727,11205
2020,ALASKA,DISTRICT 10,2010,OTHER,GREEN,64,11205
2020,ALASKA,DISTRICT 10,2010,JO JORGENSEN,LIBERTARIAN,286,11205
2020,ALASKA,DISTRICT 10,2010,OTHER,OTHER,47,11205
2020,ALASKA,DISTRICT 10,2010,DONALD J TRUMP,REPUBLICAN,8081,11205
2020,ALASKA,DISTRICT 11,2011,JOSEPH R BIDEN JR,DEMOCRAT,3130,10628
2020,ALASKA,DISTRICT 11,2011,OTHER,GREEN,88,10628
2020,ALASKA,DISTRICT 11,2011,JO JORGENSEN,LIBERTARIAN,269,10628
2020,ALASKA,DISTRICT 11,2011,OTHER,OTHER,45,10628
2020,ALASKA,DISTRICT 11,2011,DONALD J TRUMP,REPUBLICAN,7096,10628
2020,ALASKA,DISTRICT 12,2012,JOSEPH R BIDEN JR,DEMOCRAT,2957,11238
2020,ALASKA,DISTRICT 12,2012,OTHER,GREEN,54,11238
2020,ALASKA,DISTRICT 12,2012,JO JORGENSEN,LIBERTARIAN,288,11238
2020,ALASKA,DISTRICT 12,2012,OTHER,OTHER,46,11238
2020,ALASKA,DISTRICT 12,2012,DONALD J TRUMP,REPUBLICAN,7893,11238
2020,ALASKA,DISTRICT 13,2013,JOSEPH R BIDEN JR,DEMOCRAT,2666,7713
2020,ALASKA,DISTRICT 13,2013,OTHER,GREEN,40,7713
2020,ALASKA,DISTRICT 13,2013,JO JORGENSEN,LIBERTARIAN,308,7713
2020,ALASKA,DISTRICT 13,2013,OTHER,OTHER,47,7713
2020,ALASKA,DISTRICT 13,2013,DONALD J TRUMP,REPUBLICAN,4652,7713
2020,ALASKA,DISTRICT 14,2014,JOSEPH R BIDEN JR,DEMOCRAT,4261,11443
2020,ALASKA,DISTRICT 14,2014,OTHER,GREEN,50,11443
2020,ALASKA,DISTRICT 14,2014,JO JORGENSEN,LIBERTARIAN,356,11443
2020,ALASKA,DISTRICT 14,2014,OTHER,OTHER,62,11443
2020,ALASKA,DISTRICT 14,2014,DONALD J TRUMP,REPUBLICAN,6714,11443
2020,ALASKA,DISTRICT 15,2015,JOSEPH R BIDEN JR,DEMOCRAT,2622,5559
2020,ALASKA,DISTRICT 15,2015,OTHER,GREEN,36,5559
2020,ALASKA,DISTRICT 15,2015,JO JORGENSEN,LIBERTARIAN,197,5559
2020,ALASKA,DISTRICT 15,2015,OTHER,OTHER,33,5559
2020,ALASKA,DISTRICT 15,2015,DONALD J TRUMP,REPUBLICAN,2671,5559
2020,ALASKA,DISTRICT 16,2016,JOSEPH R BIDEN JR,DEMOCRAT,4274,8118
2020,ALASKA,DISTRICT 16,2016,OTHER,GREEN,64,8118
2020,ALASKA,DISTRICT 16,2016,JO JORGENSEN,LIBERTARIAN,210,8118
2020,ALASKA,DISTRICT 16,2016,OTHER,OTHER,54,8118
2020,ALASKA,DISTRICT 16,2016,DONALD J TRUMP,REPUBLICAN,3516,8118
2020,ALASKA,DISTRICT 17,2017,JOSEPH R BIDEN JR,DEMOCRAT,4136,7239
2020,ALASKA,DISTRICT 17,2017,OTHER,GREEN,64,7239
2020,ALASKA,DISTRICT 17,2017,JO JORGENSEN,LIBERTARIAN,184,7239
2020,ALASKA,DISTRICT 17,2017,OTHER,OTHER,45,7239
2020,ALASKA,DISTRICT 17,2017,DONALD J TRUMP,REPUBLICAN,2810,7239
2020,ALASKA,DISTRICT 18,2018,JOSEPH R BIDEN JR,DEMOCRAT,4681,7720
2020,ALASKA,DISTRICT 18,2018,OTHER,GREEN,79,7720
2020,ALASKA,DISTRICT 18,2018,JO JORGENSEN,LIBERTARIAN,157,7720
2020,ALASKA,DISTRICT 18,2018,OTHER,OTHER,43,7720
2020,ALASKA,DISTRICT 18,2018,DONALD J TRUMP,REPUBLICAN,2760,7720
2020,ALASKA,DISTRICT 19,2019,JOSEPH R BIDEN JR,DEMOCRAT,3118,5301
2020,ALASKA,DISTRICT 19,2019,OTHER,GREEN,52,5301
2020,ALASKA,DISTRICT 19,2019,JO JORGENSEN,LIBERTARIAN,110,5301
2020,ALASKA,DISTRICT 19,2019,OTHER,OTHER,46,5301
2020,ALASKA,DISTRICT 19,2019,DONALD J TRUMP,REPUBLICAN,1975,5301
2020,ALASKA,DISTRICT 20,2020,JOSEPH R BIDEN JR,DEMOCRAT,4881,7497
2020,ALASKA,DISTRICT 20,2020,OTHER,GREEN,53,7497
2020,ALASKA,DISTRICT 20,2020,JO JORGENSEN,LIBERTARIAN,153,7497
2020,ALASKA,DISTRICT 20,2020,OTHER,OTHER,27,7497
2020,ALASKA,DISTRICT 20,2020,DONALD J TRUMP,REPUBLICAN,2383,7497
2020,ALASKA,DISTRICT 21,2021,JOSEPH R BIDEN JR,DEMOCRAT,5414,9429
2020,ALASKA,DISTRICT 21,2021,OTHER,GREEN,70,9429
2020,ALASKA,DISTRICT 21,2021,JO JORGENSEN,LIBERTARIAN,203,9429
2020,ALASKA,DISTRICT 21,2021,OTHER,OTHER,52,9429
2020,ALASKA,DISTRICT 21,2021,DONALD J TRUMP,REPUBLICAN,3690,9429
2020,ALASKA,DISTRICT 22,2022,JOSEPH R BIDEN JR,DEMOCRAT,4553,9520
2020,ALASKA,DISTRICT 22,2022,OTHER,GREEN,46,9520
2020,ALASKA,DISTRICT 22,2022,JO JORGENSEN,LIBERTARIAN,200,9520
2020,ALASKA,DISTRICT 22,2022,OTHER,OTHER,37,9520
2020,ALASKA,DISTRICT 22,2022,DONALD J TRUMP,REPUBLICAN,4684,9520
2020,ALASKA,DISTRICT 23,2023,JOSEPH R BIDEN JR,DEMOCRAT,3810,7739
2020,ALASKA,DISTRICT 23,2023,OTHER,GREEN,53,7739
2020,ALASKA,DISTRICT 23,2023,JO JORGENSEN,LIBERTARIAN,170,7739
2020,ALASKA,DISTRICT 23,2023,OTHER,OTHER,51,7739
2020,ALASKA,DISTRICT 23,2023,DONALD J TRUMP,REPUBLICAN,3655,7739
2020,ALASKA,DISTRICT 24,2024,JOSEPH R BIDEN JR,DEMOCRAT,4736,10428
2020,ALASKA,DISTRICT 24,2024,OTHER,GREEN,46,10428
2020,ALASKA,DISTRICT 24,2024,JO JORGENSEN,LIBERTARIAN,222,10428
2020,ALASKA,DISTRICT 24,2024,OTHER,OTHER,46,10428
2020,ALASKA,DISTRICT 24,2024,DONALD J TRUMP,REPUBLICAN,5378,10428
2020,ALASKA,DISTRICT 25,2025,JOSEPH R BIDEN JR,DEMOCRAT,4600,9325
2020,ALASKA,DISTRICT 25,2025,OTHER,GREEN,67,9325
